singer	title	cluster
TWICE (트와이스)	07월 24일	0
TWICE (트와이스)	날 바라바라봐	3
TWICE (트와이스)	ROLLIN`	0
TWICE (트와이스)	LOVE LINE	3
TWICE (트와이스)	힘내! (DON`T GIVE UP)	7
TWICE (트와이스)	널 내게 담아	7
TWICE (트와이스)	잘자요 굿나잇	3
TWICE (트와이스)	LIKEY	3
VAV	She`s Mine	7
베리굿 (BerryGood)	사랑해요	1
DAY6 (데이식스)	혼자야	3
DAY6 (데이식스)	쏟아진다	0
세븐틴	CHANGE UP	3
세븐틴	모자를 눌러 쓰고	6
세븐틴	박수	0
세븐틴	날 쏘고 가라	0
세븐틴	13월의 춤	7
세븐틴	TRAUMA	0
세븐틴	바람개비	5
세븐틴	Flower	0
세븐틴	ROCKET	0
세븐틴	Hello	4
세븐틴	캠프파이어	0
소나무 (SONAMOO)	Prequel	0
소나무 (SONAMOO)	I (knew it)	0
몬스타엑스	DRAMARAMA	0
몬스타엑스	Now or Never	0
몬스타엑스	In Time	6
몬스타엑스	From Zero	5
몬스타엑스	X	4
몬스타엑스	열대야	0
몬스타엑스	Deja Vu	4
EXID	덜덜덜	0
어반자카파	그때의 나, 그때의 우리	5
마마무 (Mamamoo)	Taste The Feeling	4
Wanna One (워너원)	갖고 싶어	4
Wanna One (워너원)	Twilight	4
러블리즈	종소리	4
러블리즈	삼각형	3
러블리즈	그냥	3
러블리즈	FALLIN`	4
러블리즈	비밀정원	0
러블리즈	졸린 꿈	4
Red Velvet (레드벨벳)	피카부 (Peek-A-Boo)	0
Red Velvet (레드벨벳)	봐 (Look)	4
Red Velvet (레드벨벳)	I Just	0
Red Velvet (레드벨벳)	Kingdom Come	4
Red Velvet (레드벨벳)	두 번째 데이트 (My Second Date)	0
Red Velvet (레드벨벳)	Attaboy	4
Red Velvet (레드벨벳)	Perfect 10	4
Red Velvet (레드벨벳)	About Love	1
Red Velvet (레드벨벳)	달빛 소리 (Moonlight Melody)	0
스누퍼 (SNUPER)	Dear	0
Red Velvet (레드벨벳)	피카부 (Peek-A-Boo)	0
방탄소년단	MIC Drop (Steve Aoki Remix) (Feat. Desiigner)	0
맵식스 (MAP6)	Love is Gone	5
허각	바보야	3
나얼	기억의 빈자리	5
Zion.T	눈 (Feat. 이문세)	0
DAY6 (데이식스)	Better Better	5
DAY6 (데이식스)	좋아합니다	5
DAY6 (데이식스)	좋은걸 뭐 어떡해	0
DAY6 (데이식스)	남겨둘게	6
DAY6 (데이식스)	놀래!	3
DAY6 (데이식스)	Be Lazy	3
DAY6 (데이식스)	Hi Hello	0
DAY6 (데이식스)	I Loved You	1
DAY6 (데이식스)	그렇더라고요	3
DAY6 (데이식스)	혼자야	3
DAY6 (데이식스)	쏟아진다	0
DAY6 (데이식스)	누군가 필요해	0
DAY6 (데이식스)	노력해볼게요	1
DAY6 (데이식스)	Colors (Final Ver.) (CD ONLY)	0
DAY6 (데이식스)	태양처럼 (Final Ver.) (CD ONLY)	3
DAY6 (데이식스)	이상하게 계속 이래 (Final Ver.) (CD ONLY)	3
DAY6 (데이식스)	버릇이 됐어 (Final Ver.) (CD ONLY)	0
DAY6 (데이식스)	Free하게 (Final Ver.) (CD ONLY)	3
방탄소년단	MIC Drop (Japanese Ver.)	0
케이윌,소유 (SOYOU),보이프렌드,몬스타엑스,우주소녀,매드클라운	크리스마스데이 (Christmas Day)	0
TWICE (트와이스)	Heart Shaker	3
TWICE (트와이스)	Merry & Happy	6
TWICE (트와이스)	거북이	3
TWICE (트와이스)	MISSING U	3
TWICE (트와이스)	WOW	3
TWICE (트와이스)	FFW	3
TWICE (트와이스)	DING DONG	0
TWICE (트와이스)	07월 24일	0
TWICE (트와이스)	날 바라바라봐	3
TWICE (트와이스)	ROLLIN`	0
TWICE (트와이스)	LOVE LINE	3
TWICE (트와이스)	힘내! (DON`T GIVE UP)	7
TWICE (트와이스)	널 내게 담아	7
TWICE (트와이스)	잘자요 굿나잇	3
TWICE (트와이스)	Heart Shaker	3
태연 (TAEYEON)	This Christmas	5
마마무 (Mamamoo)	리듬 속의 그 춤을	0
몬스타엑스	그놈의 크리스마스 (Lonely Christmas)	0
DEAN	instagram	0
EXO	Universe	5
양다일	미안해	5
엔플라잉 (N.Flying)	그러니까 우리	5
엔플라잉 (N.Flying)	뜨거운 감자	0
엔플라잉 (N.Flying)	골목길에서	5
엔플라잉 (N.Flying)	I Know U Know	4
엔플라잉 (N.Flying)	이보다 좋을까	0
엔플라잉 (N.Flying)	딱 하루만	3
모모랜드 (MOMOLAND)	뿜뿜	0
마마무 (Mamamoo)	칠해줘	0
오마이걸 (OH MY GIRL)	비밀정원	0
오마이걸 (OH MY GIRL)	Love O`clock	4
오마이걸 (OH MY GIRL)	Butterfly	3
오마이걸 (OH MY GIRL)	Sixteen	0
오마이걸 (OH MY GIRL)	Magic	1
볼빨간사춘기	#첫사랑	0
청하	Roller Coaster	0
선미	주인공	0
iKON	사랑을 했다 (LOVE SCENARIO)	1
iKON	BEAUTIFUL	4
iKON	돗대 (ONE AND ONLY) (B.I SOLO)	2
iKON	나쁜놈 (JERK)	1
iKON	BEST FRIEND	0
iKON	EVERYTHING	5
iKON	안아보자 (HUG ME)	0
iKON	잊지마요 (DON'T FORGET)	5
iKON	시노시작 (SINOSIJAK)	0
iKON	나를 사랑하지 않나요? (LOVE ME)	1
iKON	JUST GO	3
iKON	LONG TIME NO SEE	6
iKON	사랑을 했다 (LOVE SCENARIO)	1
Red Velvet (레드벨벳)	Bad Boy	0
Red Velvet (레드벨벳)	All Right	0
Red Velvet (레드벨벳)	피카부 (Peek-A-Boo)	0
Red Velvet (레드벨벳)	봐 (Look)	4
Red Velvet (레드벨벳)	I Just	0
Red Velvet (레드벨벳)	Kingdom Come	4
Red Velvet (레드벨벳)	Time To Love	3
Red Velvet (레드벨벳)	두 번째 데이트 (My Second Date)	0
Red Velvet (레드벨벳)	Attaboy	4
Red Velvet (레드벨벳)	Perfect 10	4
Red Velvet (레드벨벳)	About Love	1
Red Velvet (레드벨벳)	달빛 소리 (Moonlight Melody)	0
Red Velvet (레드벨벳)	떠날 거야	6
VAV	Spotlight (光)	0
VAV	예쁘다고 (Gorgeous)	0
VAV	Give It To Me	4
VAV	She`s Mine	7
VAV	ABC (Middle of The Night)	3
VAV	Flower (You)	0
VAV	비너스 (Dance With Me)	4
VAV	Winter Breeze	0
수지 (SUZY)	다른사람을 사랑하고 있어	1
Red Velvet (레드벨벳)	Bad Boy	0
CLC	To the sky	0
세븐틴	Thinkin` about you	3
세븐틴	고맙다	6
세븐틴	지금 널 찾아가고 있어	5
세븐틴	Falling For U	3
세븐틴	고맙다	6
CLC	BLACK DRESS	4
CLC	Like that	4
CLC	선	0
CLC	To the sky	0
CLC	일곱 번째	0
마마무 (Mamamoo)	우울한 우연	0
iKON	고무줄다리기 (Rubber Band)	0
오마이걸 (OH MY GIRL)	Love Song	1
마마무 (Mamamoo)	별 바람 꽃 태양	2
마마무 (Mamamoo)	별이 빛나는 밤	0
마마무 (Mamamoo)	덤덤해지네 (Solo 화사)	0
마마무 (Mamamoo)	Rude Boy	0
마마무 (Mamamoo)	봄타	3
마마무 (Mamamoo)	칠해줘	0
마마무 (Mamamoo)	별이 빛나는 밤	0
헤이즈 (Heize)	Jenga (Feat. Gaeko)	0
헤이즈 (Heize)	내가 더 나빠	6
헤이즈 (Heize)	괜찮냐고	3
GOT7 (갓세븐)	너 하나만 (Feat. 효린)	0
GOT7 (갓세븐)	Look	0
GOT7 (갓세븐)	The Reason	3
GOT7 (갓세븐)	망설이다	3
GOT7 (갓세븐)	우리	0
GOT7 (갓세븐)	고마워	5
에이프릴 (APRIL)	파랑새	3
에이프릴 (APRIL)	BEEP	3
에이프릴 (APRIL)	Angel Song	0
에이프릴 (APRIL)	숨바꼭질	0
에이프릴 (APRIL)	아쉬워	3
BIGBANG	꽃 길	5
업텐션 (UP10TION)	CANDYLAND	4
업텐션 (UP10TION)	반해, 안 반해 (Target on)	0
업텐션 (UP10TION)	오늘이야 (Finally)	4
업텐션 (UP10TION)	습관 (Habit)	3
업텐션 (UP10TION)	모호해 (Mixed signals)	0
업텐션 (UP10TION)	이대로 (Always)	1
업텐션 (UP10TION)	Superstar	4
업텐션 (UP10TION)	Love sick	7
업텐션 (UP10TION)	시간이 멈춰서 (Still with you)	5
업텐션 (UP10TION)	예고 없이 (I need you)	3
Wanna One (워너원)	약속해요 (I.P.U.)	5
Wanna One (워너원)	BOOMERANG (부메랑)	0
폴킴	모든 날, 모든 순간 (Every day, Every Moment)	4
솔리드	Into the Light	6
솔리드	기억속에 가려진 너의 모습 Flashback	0
몬스타엑스	Jealousy	0
몬스타엑스	Destroyer	5
몬스타엑스	폭우	0
몬스타엑스	미쳤으니까	3
몬스타엑스	Lost in the Dream	4
몬스타엑스	If Only	3
몬스타엑스	Special	0
마마무 (Mamamoo)	매일 봐요	3
몬스타엑스	말하자면	7
WINNER	EVERYDAY	3
WINNER	AIR	0
WINNER	여보세요 (HELLO)	0
WINNER	손만 잡고 자자 (TURN OFF THE LIGHT) (MINO SOLO)	0
WINNER	LA LA	0
WINNER	애 걔 (FOR)	3
WINNER	예뻤더라 (WE WERE)	5
WINNER	사치 (LUXURY)	0
WINNER	MOVIE STAR	0
WINNER	SPECIAL NIGHT	4
WINNER	RAINING	3
WINNER	HAVE A GOOD DAY	0
풍뎅이 (PDE)	카마야또 (Caramel Macchiato)	0
WINNER	EVERYDAY	3
TWICE (트와이스)	What is Love?	1
TWICE (트와이스)	SWEET TALKER	0
TWICE (트와이스)	HO!	3
TWICE (트와이스)	DEJAVU	4
TWICE (트와이스)	SAY YES	3
TWICE (트와이스)	STUCK	3
TWICE (트와이스)	What is Love?	1
EXO-CBX (첸백시)	花요일 (Blooming Day)	3
마마무 (Mamamoo)	보라빛 향기	1
러블리즈	그날의 너	5
러블리즈	미묘미묘해	0
러블리즈	Temptation	0
러블리즈	수채화	7
러블리즈	SHINING★STAR	4
스누퍼 (SNUPER)	Tulips (튤립)	0
스누퍼 (SNUPER)	내 눈에는 니가	3
스누퍼 (SNUPER)	VV (Very Very)	3
스누퍼 (SNUPER)	Wonderland	3
엔플라잉 (N.Flying)	예쁘다 예뻐	3
여자친구 (GFRIEND)	밤 (Time for the moon night)	3
여자친구 (GFRIEND)	Love Bug	0
여자친구 (GFRIEND)	휘리휘리 (Flower Garden)	7
여자친구 (GFRIEND)	틱틱 (Tik Tik)	3
여자친구 (GFRIEND)	Bye	5
여자친구 (GFRIEND)	별 (You are my star)	4
여자친구 (GFRIEND)	밤 (Time for the moon night)	3
(여자)아이들	LATATA	0
Crush	잊을만하면	0
세븐틴	단발머리	0
마마무 (Mamamoo)	꿈 속의 그대	3
엔플라잉 (N.Flying)	HOW R U TODAY	4
엔플라잉 (N.Flying)	UP ALL NIGHT	3
엔플라잉 (N.Flying)	팔불출	0
엔플라잉 (N.Flying)	ANYWAY	3
엔플라잉 (N.Flying)	너 없는 난	1
방탄소년단	Intro : Singularity	0
방탄소년단	FAKE LOVE	1
방탄소년단	전하지 못한 진심 (Feat. Steve Aoki)	0
방탄소년단	134340	0
방탄소년단	낙원	7
방탄소년단	Love Maze	0
방탄소년단	Magic Shop	0
방탄소년단	Airplane pt.2	0
방탄소년단	Anpanman	0
방탄소년단	So What	0
방탄소년단	Outro : Tear	4
방탄소년단	FAKE LOVE	1
방탄소년단	전하지 못한 진심 (Feat. Steve Aoki)	0
방탄소년단	134340	0
방탄소년단	낙원	7
방탄소년단	Love Maze	0
방탄소년단	Anpanman	0
러블리즈	Sweet Dream	4
블락비 바스타즈	골목길	0
볼빨간사춘기	여행	0
AOA	빙글뱅글 (Bingle Bangle)	0
풍뎅이 (PDE)	면발 (여름송)	0
방탄소년단	FAKE LOVE (Rocking Vibe Mix)	1
Wanna One (워너원)	켜줘 (Light)	3
Wanna One (워너원) - 트리플포지션	캥거루 (Kangaroo) (Prod. ZICO)	0
트랜스 픽션,오마이걸 (OH MY GIRL)	승리의 함성 2018	0
풍뎅이 (PDE)	2018 월드컵송	0
TWICE (트와이스)	I WANT YOU BACK (영화 `センセイ君主` OST)	0
BLACKPINK	뚜두뚜두 (DDU-DU DDU-DU)	0
BLACKPINK	Forever Young	4
현아,조권,비투비,CLC,펜타곤,유선호,(여자)아이들	Upgrade	3
현아,조권,비투비,CLC,펜타곤,유선호,(여자)아이들	Young & One	4
비투비	너 없인 안 된다	3
여자친구 (GFRIEND)	Wanna Be	0
DAY6 (데이식스)	WARNING!	0
DAY6 (데이식스)	Shoot Me	0
DAY6 (데이식스)	어쩌다 보니	0
DAY6 (데이식스)	Feeling Good	4
DAY6 (데이식스)	혼잣말	0
DAY6 (데이식스)	원하니까	0
모모랜드 (MOMOLAND)	BAAM	3
숀 (SHAUN)	Way Back Home	5
멜로디데이 (MelodyDay)	잠은 안 오고	3
멜로디데이 (MelodyDay)	토닥토닥	3
러블리즈	여름 한 조각	4
마마무 (Mamamoo)	장마 (Rainy Season)	0
마마무 (Mamamoo)	장마 (Rainy Season)	0
Apink (에이핑크)	1도 없어	3
TWICE (트와이스)	Dance The Night Away	4
TWICE (트와이스)	CHILLAX	3
TWICE (트와이스)	Shot thru the heart	0
TWICE (트와이스)	SWEET TALKER	0
TWICE (트와이스)	HO!	3
TWICE (트와이스)	DEJAVU	4
TWICE (트와이스)	SAY YES	3
TWICE (트와이스)	STUCK	3
TWICE (트와이스)	Dance The Night Away	4
마마무 (Mamamoo)	여름밤의 꿈 (Midnight Summer Dream)	0
마마무 (Mamamoo)	너나 해 (Egotistic)	0
마마무 (Mamamoo)	하늘하늘 (청순) (Sky! Sky!)	0
마마무 (Mamamoo)	잠이라도 자지 (Sleep In The Car)	0
마마무 (Mamamoo)	SELFISH (Feat. 슬기 Of Red Velvet)	0
마마무 (Mamamoo)	장마 (Rainy Season)	0
세븐틴	어쩌나	3
세븐틴	Holiday	3
세븐틴	나에게로 와	0
세븐틴	What`s Good	0
세븐틴	MOONWALKER	3
세븐틴	우리의 새벽은 낮보다 뜨겁다	0
마마무 (Mamamoo)	너나 해 (Egotistic)	0
세븐틴	어쩌나	3
볼빨간사춘기	Dejavu	3
DIA (다이아)	나랑 사귈래 (투제니 삽입곡 by 코코아)	3
청하	Love U	4
여자친구 (GFRIEND)	Wanna Be	0
여자친구 (GFRIEND)	여름여름해 (Sunny Summer)	0
여자친구 (GFRIEND)	Vacation	0
여자친구 (GFRIEND)	Sweety	0
여자친구 (GFRIEND)	바람 바람 바람 (Windy Windy)	3
여자친구 (GFRIEND)	Love In The Air	4
여자친구 (GFRIEND)	여름여름해 (Sunny Summer)	0
승리	셋 셀테니 (1, 2, 3!)	0
풍뎅이 (PDE),NewTownBoyz (뉴타운보이즈)	Sparkling (스파클링)	2
라붐 (LABOUM)	체온 (Between Us)	3
라붐 (LABOUM)	Love Game	0
지코 (ZICO)	SoulMate (Feat. 아이유)	0
iKON	죽겠다 (KILLING ME)	5
iKON	바람 (FREEDOM)	1
iKON	ONLY YOU	0
iKON	칵테일 (COCKTAIL)	0
iKON	줄게 (JUST FOR YOU)	7
iKON	죽겠다 (KILLING ME)	5
Red Velvet (레드벨벳)	Power Up	0
Red Velvet (레드벨벳)	한 여름의 크리스마스 (With You)	0
Red Velvet (레드벨벳)	Mr. E	0
Red Velvet (레드벨벳)	Mosquito	0
Red Velvet (레드벨벳)	Hit That Drum	0
Red Velvet (레드벨벳)	Blue Lemonade	4
Red Velvet (레드벨벳)	(Bonus Track) Bad Boy (English Ver.)	0
Red Velvet (레드벨벳)	Power Up	0
DIA (다이아)	조아? 조아!	0
DIA (다이아)	우우 (WooWoo)	0
DIA (다이아)	어른	0
DIA (다이아)	Pick up the phone	0
DIA (다이아)	데리러 와 (TAKE ME)	3
DIA (다이아)	Sweet Dream	3
DIA (다이아)	Blue Day	3
세븐틴	A-TEEN	4
세븐틴	A-TEEN	4
(여자)아이들	한(一)	0
베리굿 (BerryGood)	풋사과	0
베리굿 (BerryGood)	Mellow Mellow	3
베리굿 (BerryGood)	빨주노초파남보	4
베리굿 (BerryGood)	Give It Away	0
베리굿 (BerryGood)	미안해 언니	3
베리굿 (BerryGood)	나와나의날	0
베리굿 (BerryGood)	Fly (키위새날다!)	7
베리굿 (BerryGood)	다시 꿈꿀 수 있을까	5
베리굿 (BerryGood)	그놈의 사랑	1
빅플로	거꾸로	4
빅플로	니 친구	0
빅플로	P.M.P	0
업텐션 (UP10TION)	So Beautiful	4
업텐션 (UP10TION)	All Night Long	4
10CM	매트리스	0
방탄소년단	Euphoria	0
방탄소년단	Trivia 起 : Just Dance	4
방탄소년단	Serendipity (Full Length Edition)	7
방탄소년단	DNA	0
방탄소년단	보조개	0
방탄소년단	Trivia 承 : Love	1
방탄소년단	Her	7
방탄소년단	Singularity	0
방탄소년단	FAKE LOVE	1
방탄소년단	전하지 못한 진심 (Feat. Steve Aoki)	0
방탄소년단	Trivia 轉 : Seesaw	0
방탄소년단	Tear	4
방탄소년단	Epiphany	0
방탄소년단	I`m Fine	0
방탄소년단	IDOL	0
방탄소년단	Magic Shop	0
방탄소년단	Best Of Me	0
방탄소년단	Airplane Pt.2	0
방탄소년단	고민보다 Go	0
방탄소년단	Anpanman	0
방탄소년단	MIC Drop	0
방탄소년단	DNA (Pedal 2 LA Mix)	0
방탄소년단	FAKE LOVE (Rocking Vibe Mix)	1
방탄소년단	MIC Drop (Steve Aoki Remix) (Full Length Edition)	0
방탄소년단	IDOL (Feat. Nicki Minaj)	0
방탄소년단	IDOL	0
방탄소년단	I`m Fine	0
방탄소년단	Euphoria	0
멜로디데이 (MelodyDay)	이별의 부산 정거장	0
백현 (BAEKHYUN)	YOUNG	0
선미	사이렌 (Siren)	0
소녀시대-Oh!GG	몰랐니 (Lil` Touch)	6
엔플라잉 (N.Flying)	Let Me Show You	5
DAY6 (데이식스)	Beautiful Feeling	4
오마이걸 (OH MY GIRL)	불꽃놀이 (Remember Me)	5
오마이걸 (OH MY GIRL)	메아리	0
오마이걸 (OH MY GIRL)	Twilight	0
오마이걸 (OH MY GIRL)	Illusion	6
오마이걸 (OH MY GIRL)	우리 이야기	7
TWICE (트와이스)	I WANT YOU BACK (영화 `センセイ君主` OST)	0
펀치 (Punch)	헤어지는 중	1
GOT7 (갓세븐)	Lullaby (Inst.)	4
엔플라잉 (N.Flying)	Let Me Show You	5
러블리즈	Ah-Choo (아츄)	0
러블리즈	지금 이대로 (NC 피버뮤직)	7
소년공화국 (Boys Republic)	별 (You`re my)	5
소년공화국 (Boys Republic)	울컥	5
DIA (다이아)	보고 싶지도 않은가봐	0
러블리즈	지금 이대로 (NC 피버뮤직)	7
러블리즈	Ah-Choo (아츄)	0
iKON	이별길 (GOODBYE ROAD)	2
iKON	내가 모르게 (DON`T LET ME KNOW)	1
iKON	좋아해요 (ADORE YOU)	3
iKON	꼴좋다 (PERFECT)	0
iKON	이별길 (GOODBYE ROAD)	2
풍뎅이 (PDE)	슈퍼마켓 (Super Market)	0
스누퍼 (SNUPER)	내 눈에는 니가 (Special Edition)	3
스누퍼 (SNUPER)	별이 빛나는 겨울밤	0
스누퍼 (SNUPER)	Nanairo days (Korean Ver.)	4
스누퍼 (SNUPER)	Tulips (튤립) (Piano Ver.)	0
아이유	삐삐	0
VAV	Senorita	4
Zion.T	멋지게 인사하는 법 (Feat. 슬기 of Red Velvet)	0
양다일	고백	0
에이프릴 (APRIL)	Oh-e-Oh	4
에이프릴 (APRIL)	예쁜 게 죄	4
에이프릴 (APRIL)	이야기	0
에이프릴 (APRIL)	Love Clock	3
다비치	꿈처럼 내린	1
몬스타엑스	Underwater	6
몬스타엑스	Shoot Out	0
몬스타엑스	Heart Attack	4
몬스타엑스	어디서 뭐해	3
몬스타엑스	Oh My!	0
몬스타엑스	Myself	0
몬스타엑스	By My Side	7
몬스타엑스	SPOTLIGHT (Korean Version)	0
마마무 (Mamamoo)	Decalcomanie - Japanese ver.	0
마마무 (Mamamoo)	You Don`t Know Me	0
케이윌	내 생에 아름다운	0
엔플라잉 (N.Flying)	꽃 (Like a Flower)	0
폴킴	너를 만나	3
하이라이트 (Highlight)	잘 지내줘	5
IZ*ONE (아이즈원)	라비앙로즈 (La Vie en Rose)	4
EXO	Tempo	3
TWICE (트와이스)	YES or YES	0
TWICE (트와이스)	SAY YOU LOVE ME	3
TWICE (트와이스)	LALALA	0
TWICE (트와이스)	YOUNG & WILD	0
TWICE (트와이스)	SUNSET	7
TWICE (트와이스)	AFTER MOON	5
TWICE (트와이스)	BDZ (Korean Ver.)	4
TWICE (트와이스)	YES or YES	0
DAY6 (데이식스)	Chocolate	3
몬스타엑스	Shoot Out (English Ver.)	0
비투비	아름답고도 아프구나	1
스누퍼 (SNUPER)	미로	7
핫샷 (HOTSHOT)	Print	4
핫샷 (HOTSHOT)	니가 미워	5
핫샷 (HOTSHOT)	Paradise	4
핫샷 (HOTSHOT)	Better	0
핫샷 (HOTSHOT)	Body Talks	1
Wanna One (워너원)	봄바람	5
에이프릴 (APRIL)	네가 좋아	4
러블리즈	찾아가세요	3
러블리즈	Like U	3
러블리즈	Rewind	5
러블리즈	Rain	0
러블리즈	백일몽	7
러블리즈	꽃점	0
허각	흔한 이별	5
마마무 (Mamamoo)	가을에서 겨울로 (Intro)	0
마마무 (Mamamoo)	No more drama	3
마마무 (Mamamoo)	Wind flower	0
마마무 (Mamamoo)	HELLO (Solo 솔라)	5
마마무 (Mamamoo)	생각보단 괜찮아 (Better than I thought)	3
마마무 (Mamamoo)	Morning	5
마마무 (Mamamoo)	Wind flower	0
Red Velvet (레드벨벳)	RBB (Really Bad Boy)	0
Red Velvet (레드벨벳)	Butterflies	0
Red Velvet (레드벨벳)	So Good	4
Red Velvet (레드벨벳)	멋있게 (Sassy Me)	0
Red Velvet (레드벨벳)	Taste	3
Red Velvet (레드벨벳)	RBB (Really Bad Boy) (English Ver.)	0
Red Velvet (레드벨벳)	RBB (Really Bad Boy)	0
라붐 (LABOUM)	불을 켜 (Turn It On)	0
라붐 (LABOUM)	흐르는 이 노래가 멈추고 나면 (Heal Song)	3
라붐 (LABOUM)	체온 (Original ver.)	0
케이윌,소유 (SOYOU),보이프렌드,몬스타엑스,우주소녀,유승우,브라더수	벌써 크리스마스	4
업텐션 (UP10TION)	Blue Rose	4
업텐션 (UP10TION)	Burning	4
업텐션 (UP10TION)	Turn Up The Night	0
업텐션 (UP10TION)	Midnight	0
업텐션 (UP10TION)	Happy Birthday	3
업텐션 (UP10TION)	With You	0
VAV	So In Love	0
DAY6 (데이식스)	아픈 길	2
DAY6 (데이식스)	행복했던 날들이었다	6
DAY6 (데이식스)	두통	0
DAY6 (데이식스)	121U	4
DAY6 (데이식스)	완전 멋지잖아	0
DAY6 (데이식스)	마라톤	0
DAY6 (데이식스)	Beautiful Feeling	4
B1A4,오마이걸 (OH MY GIRL),온앤오프 (ONF)	타이밍(Timing)	4
레이디스 코드	THE LAST HOLIDAY	5
TWICE (트와이스)	올해 제일 잘한 일	0
TWICE (트와이스)	Be as ONE (Korean Ver.)	7
TWICE (트와이스)	SAY YOU LOVE ME	3
TWICE (트와이스)	LALALA	0
TWICE (트와이스)	YOUNG & WILD	0
TWICE (트와이스)	SUNSET	7
TWICE (트와이스)	AFTER MOON	5
TWICE (트와이스)	BDZ (Korean Ver.)	4
하진 (HAJIN)	We all lie	0
EXO	Love Shot	0
헤이즈 (Heize)	첫눈에	7
베리굿 (BerryGood)	이 겨울에	1
베리굿 (BerryGood)	Vamos	0
WINNER	MILLIONS	0
WINNER	MILLIONS	0
베리굿 (BerryGood)	Vamos	0
엔플라잉 (N.Flying)	옥탑방 (Rooftop)	0
엔플라잉 (N.Flying)	WINTER WINTER	0
TWICE (트와이스)	I WANT YOU BACK (영화 `センセイ君主` OST)	0
청하	벌써 12시	0
엔플라잉 (N.Flying)	옥탑방 (Rooftop)	0
iKON	I`M OK	0
iKON	BLING BLING	0
iKON	사랑을 했다 (LOVE SCENARIO)	1
iKON	죽겠다 (KILLING ME)	5
iKON	바람 (FREEDOM)	1
iKON	벌떼 (B-DAY)	0
iKON	고무줄다리기 (RUBBER BAND)	0
iKON	BEAUTIFUL	4
iKON	칵테일 (COCKTAIL)	0
iKON	ONLY YOU	0
iKON	EVERYTHING	5
iKON	나를 사랑하지 않나요? (LOVE ME)	1
iKON	내가 모르게 (DON`T LET ME KNOW)	1
iKON	이별길 (GOODBYE ROAD)	2
iKON	LONG TIME NO SEE	6
iKON	BEST FRIEND	0
iKON	JUST GO	3
iKON	좋아해요 (ADORE YOU)	3
iKON	잊지마요 (DON’T FORGET)	5
iKON	나쁜놈 (JERK)	1
iKON	꼴좋다 (PERFECT)	0
iKON	안아보자 (HUG ME)	0
iKON	줄게 (JUST FOR YOU)	7
Apink (에이핑크)	%% (응응)	0
여자친구 (GFRIEND)	해야 (Sunrise)	7
여자친구 (GFRIEND)	You are not alone	6
여자친구 (GFRIEND)	기적을 넘어 (L.U.V.)	4
여자친구 (GFRIEND)	GLOW (만화경)	7
여자친구 (GFRIEND)	비밀 이야기 (Our Secret)	0
여자친구 (GFRIEND)	Only 1	7
여자친구 (GFRIEND)	Truly Love	0
여자친구 (GFRIEND)	보호색 (Show Up)	0
여자친구 (GFRIEND)	겨울, 끝 (It`s You)	4
여자친구 (GFRIEND)	A Starry Sky	7
여자친구 (GFRIEND)	Love Oh Love	4
여자친구 (GFRIEND)	Memoria (Korean Ver.)	5
여자친구 (GFRIEND)	해야 (Sunrise)	7
에이프릴 (APRIL)	네가 좋아	4
에이프릴 (APRIL)	Magic Dream	5
폴킴	초록빛	0
세븐틴	Good to Me	0
세븐틴	Home	3
세븐틴	포옹	3
세븐틴	칠리	0
세븐틴	Shhh	0
베리굿 (BerryGood)	Well come to the BOM	6
CLC	No	0
CLC	SHOW	4
CLC	Breakdown	6
CLC	Like It	4
CLC	I Need U	0
에이프릴 (APRIL)	Magic Dream	5
ITZY (있지)	달라달라	0
화사 (Hwa Sa)	멍청이(twit)	0
몬스타엑스	INTRO : WE ARE HERE	7
몬스타엑스	Alligator	4
몬스타엑스	악몽 (Ghost)	0
몬스타엑스	Play it Cool(Prod. Steve Aoki) (Korean Ver.)	6
몬스타엑스	Give Me Dat	0
몬스타엑스	난기류 (Turbulence)	0
몬스타엑스	Rodeo	7
몬스타엑스	Stealer	0
몬스타엑스	Party Time	0
워너비 (WANNA.B)	LEGGO	0
(여자)아이들	Senorita	0
라붐 (LABOUM)	봄을 만나	3
선미	누아르 (Noir)	6
로미오 (ROMEO)	왜 이럴까	1
10CM	그러나	0
박봄	봄 (feat. 산다라박)	5
잔나비	주저하는 연인들을 위해	5
마마무 (Mamamoo)	Where R U	0
마마무 (Mamamoo)	고고베베 (gogobebe)	0
마마무 (Mamamoo)	쟤가 걔야 (Waggy)	0
마마무 (Mamamoo)	25 (Solo 휘인)	0
마마무 (Mamamoo)	Bad bye	5
마마무 (Mamamoo)	My star	4
마마무 (Mamamoo)	4season (Outro)	4
마마무 (Mamamoo)	Love Lane	0
마마무 (Mamamoo)	고고베베 (gogobebe)	0
백예린	그건 아마 우리의 잘못은 아닐 거야	0
백예린	야간비행 (魔女の花)	0
백예린	내가 날 모르는 것처럼 (Feat. 카더가든)	0
DIA (다이아)	우와	0
DIA (다이아)	안할래	3
DIA (다이아)	5분만	3
DIA (다이아)	손톱달(Crescendo)	0
VAV	Thrilla Killa	4
VAV	I`m Sorry	0
VAV	Touch you	0
VAV	Senorita	4
헤이즈 (Heize)	SHE`S FINE	0
라붐 (LABOUM)	봄을 만나	3
베리굿 (BerryGood)	Well come to the BOM	6
여자친구 (GFRIEND)	짠 (ZZAN)	0
장범준	당신과는 천천히	4
장범준	노래방에서	0
